Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
17.04.2020 00:00:00;100;423;13;-336;6456
18.04.2020 00:00:00;60;255;17;-212;6660
19.04.2020 00:00:00;47;164;16;-133;3312
20.04.2020 00:00:00;68;386;9;-327;3705
21.04.2020 00:00:00;70;432;18;-380;6069
22.04.2020 00:00:00;73;259;12;-198;12776
23.04.2020 00:00:00;60;248;6;-194;4041
24.04.2020 00:00:00;79;264;7;-192;6851
25.04.2020 00:00:00;62;140;14;-92;8403
26.04.2020 00:00:00;35;110;9;-84;6542
27.04.2020 00:00:00;70;198;4;-132;4906
28.04.2020 00:00:00;49;170;13;-134;7041
29.04.2020 00:00:00;61;175;6;-120;8176
30.04.2020 00:00:00;54;203;6;-155;8645
01.05.2020 00:00:00;37;112;3;-78;7680
02.05.2020 00:00:00;28;80;2;-54;5540
03.05.2020 00:00:00;12;57;6;-51;4736
04.05.2020 00:00:00;30;152;3;-125;4716
05.05.2020 00:00:00;54;124;3;-73;6812
06.05.2020 00:00:00;46;119;4;-77;6371
07.05.2020 00:00:00;38;119;2;-83;5640
08.05.2020 00:00:00;50;166;5;-121;6175
09.05.2020 00:00:00;30;74;4;-48;7621
10.05.2020 00:00:00;15;57;2;-44;4818
11.05.2020 00:00:00;66;93;2;-29;2976
12.05.2020 00:00:00;38;91;1;-54;9830
13.05.2020 00:00:00;52;76;1;-25;6938
14.05.2020 00:00:00;54;76;3;-25;8354
15.05.2020 00:00:00;81;70;0;11;6745
16.05.2020 00:00:00;15;53;1;-39;6042
17.05.2020 00:00:00;26;25;1;0;5116
18.05.2020 00:00:00;58;52;3;3;3560
19.05.2020 00:00:00;61;69;1;-9;6366
20.05.2020 00:00:00;30;51;3;-24;7157
21.05.2020 00:00:00;31;55;2;-26;6045
22.05.2020 00:00:00;28;51;3;-26;4851
23.05.2020 00:00:00;24;47;1;-24;5875
24.05.2020 00:00:00;31;39;0;-8;5494
25.05.2020 00:00:00;25;57;1;-33;3484
26.05.2020 00:00:00;22;86;2;-66;5844
27.05.2020 00:00:00;50;76;0;-26;7521
28.05.2020 00:00:00;19;80;0;-61;8666
29.05.2020 00:00:00;42;57;1;-16;6930
30.05.2020 00:00:00;32;32;0;0;7841
31.05.2020 00:00:00;5;35;0;-30;6391
01.06.2020 00:00:00;19;30;1;-12;3286
02.06.2020 00:00:00;16;69;0;-53;4558
03.06.2020 00:00:00;53;37;3;13;6580
04.06.2020 00:00:00;17;48;2;-33;8508
05.06.2020 00:00:00;67;32;1;34;7983
06.06.2020 00:00:00;31;24;0;7;6463
07.06.2020 00:00:00;25;27;0;-2;3685
08.06.2020 00:00:00;24;54;1;-31;5164
09.06.2020 00:00:00;15;30;2;-17;6160
10.06.2020 00:00:00;34;36;2;-4;5423
11.06.2020 00:00:00;22;30;0;-8;3967
12.06.2020 00:00:00;37;27;0;10;6270
13.06.2020 00:00:00;22;26;1;-5;4395
14.06.2020 00:00:00;18;17;3;-2;3864
15.06.2020 00:00:00;53;33;5;15;2830
16.06.2020 00:00:00;19;22;2;-5;5030
17.06.2020 00:00:00;31;37;1;-7;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;35;1;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;1;15;2376
22.06.2020 00:00:00;31;39;1;-9;5216
23.06.2020 00:00:00;43;34;2;7;6673
24.06.2020 00:00:00;35;23;2;10;6111
25.06.2020 00:00:00;44;33;1;10;5659
26.06.2020 00:00:00;74;25;0;49;6199
27.06.2020 00:00:00;45;31;2;12;7053
28.06.2020 00:00:00;62;22;1;39;5025
29.06.2020 00:00:00;49;36;1;12;3855
30.06.2020 00:00:00;101;32;0;69;6381
01.07.2020 00:00:00;95;32;0;63;8110
02.07.2020 00:00:00;80;43;0;37;7834
03.07.2020 00:00:00;134;46;1;87;6805
04.07.2020 00:00:00;106;23;0;83;7174
05.07.2020 00:00:00;76;28;0;48;5125
06.07.2020 00:00:00;69;38;0;31;6301
07.07.2020 00:00:00;91;46;0;45;6044
08.07.2020 00:00:00;118;46;0;72;8071
09.07.2020 00:00:00;72;52;0;20;7507
10.07.2020 00:00:00;105;62;0;43;7757
11.07.2020 00:00:00;90;54;2;34;8225
12.07.2020 00:00:00;52;45;1;6;5031
13.07.2020 00:00:00;98;85;1;12;3876
14.07.2020 00:00:00;123;113;0;10;7512
15.07.2020 00:00:00;130;80;1;49;8165
16.07.2020 00:00:00;141;111;0;30;10052
17.07.2020 00:00:00;124;141;0;-17;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;55;0;32;5579
20.07.2020 00:00:00;90;102;2;-14;49767
21.07.2020 00:00:00;137;130;0;7;7164
22.07.2020 00:00:00;162;91;0;71;9081
23.07.2020 00:00:00;117;90;1;26;11350
24.07.2020 00:00:00;153;102;0;51;7810
25.07.2020 00:00:00;112;85;1;26;7049
26.07.2020 00:00:00;101;61;0;40;7008
27.07.2020 00:00:00;96;159;3;-66;5271
28.07.2020 00:00:00;153;144;0;9;8037
29.07.2020 00:00:00;102;114;1;-13;9396
30.07.2020 00:00:00;190;121;0;69;9434
31.07.2020 00:00:00;123;132;0;-9;10425
01.08.2020 00:00:00;62;98;0;-36;7358
02.08.2020 00:00:00;70;94;1;-25;7495
03.08.2020 00:00:00;93;183;0;-90;5123
04.08.2020 00:00:00;83;159;0;-76;6341
05.08.2020 00:00:00;159;153;1;5;7124
06.08.2020 00:00:00;119;125;1;-7;13373
07.08.2020 00:00:00;90;137;1;-48;10030
08.08.2020 00:00:00;104;91;1;12;7934
09.08.2020 00:00:00;72;69;0;3;6629
10.08.2020 00:00:00;158;139;0;19;3890
11.08.2020 00:00:00;187;97;2;88;8750
12.08.2020 00:00:00;190;133;1;56;8510
13.08.2020 00:00:00;251;97;2;152;8490
14.08.2020 00:00:00;349;112;1;236;11924
15.08.2020 00:00:00;156;81;0;75;5922
16.08.2020 00:00:00;169;74;0;95;9136
17.08.2020 00:00:00;259;111;0;148;5577
18.08.2020 00:00:00;252;143;0;109;13821
19.08.2020 00:00:00;347;131;1;215;11283
20.08.2020 00:00:00;331;143;0;188;12266
21.08.2020 00:00:00;302;208;1;93;13972
22.08.2020 00:00:00;229;148;0;81;11746
23.08.2020 00:00:00;193;157;0;36;7832
24.08.2020 00:00:00;243;201;1;41;6219
25.08.2020 00:00:00;301;230;0;71;8883
26.08.2020 00:00:00;319;223;0;96;9110
27.08.2020 00:00:00;226;259;0;-33;14044
28.08.2020 00:00:00;394;338;0;56;14701
29.08.2020 00:00:00;237;176;0;61;12799
30.08.2020 00:00:00;223;209;0;14;11349
31.08.2020 00:00:00;222;235;1;-14;8619
01.09.2020 00:00:00;286;219;1;66;12416
02.09.2020 00:00:00;429;258;0;171;17441
03.09.2020 00:00:00;366;316;0;50;11689
04.09.2020 00:00:00;380;372;2;6;14232
05.09.2020 00:00:00;217;221;0;-4;11318
06.09.2020 00:00:00;367;172;0;195;8018
07.09.2020 00:00:00;396;317;0;79;10398
08.09.2020 00:00:00;552;311;1;240;10254
09.09.2020 00:00:00;691;260;0;431;11582
10.09.2020 00:00:00;598;224;4;370;14971
11.09.2020 00:00:00;930;376;4;550;13789
12.09.2020 00:00:00;415;229;2;184;14674
13.09.2020 00:00:00;414;257;0;157;10573
14.09.2020 00:00:00;820;285;1;534;9342
15.09.2020 00:00:00;723;365;0;358;13100
16.09.2020 00:00:00;854;336;4;514;15331
17.09.2020 00:00:00;806;413;3;390;15272
18.09.2020 00:00:00;874;489;3;382;18854
19.09.2020 00:00:00;667;347;0;320;18134
20.09.2020 00:00:00;471;381;4;86;12584
21.09.2020 00:00:00;582;676;3;-97;13412
22.09.2020 00:00:00;719;628;3;88;14552
23.09.2020 00:00:00;804;652;5;147;16617
24.09.2020 00:00:00;657;593;3;61;18518
25.09.2020 00:00:00;763;858;3;-98;20409
26.09.2020 00:00:00;591;569;4;18;17443
27.09.2020 00:00:00;545;431;5;109;9865
28.09.2020 00:00:00;739;798;1;-60;14493
29.09.2020 00:00:00;759;744;5;10;16586
30.09.2020 00:00:00;853;715;1;137;31409
01.10.2020 00:00:00;791;651;6;134;18586
02.10.2020 00:00:00;1014;854;5;155;21839
03.10.2020 00:00:00;718;578;4;136;15456
04.10.2020 00:00:00;737;433;8;296;12505
05.10.2020 00:00:00;927;585;7;335;11895
06.10.2020 00:00:00;1078;669;8;401;18237
07.10.2020 00:00:00;1274;727;6;541;18589
08.10.2020 00:00:00;1109;721;8;380;21762
09.10.2020 00:00:00;1260;776;5;479;18575
10.10.2020 00:00:00;1014;688;6;320;19956
11.10.2020 00:00:00;830;589;9;232;13876
12.10.2020 00:00:00;1142;850;9;283;13668
13.10.2020 00:00:00;1322;784;5;533;21708
14.10.2020 00:00:00;1435;873;6;556;17033
15.10.2020 00:00:00;1522;786;6;730;19813
16.10.2020 00:00:00;1795;1119;8;668;16119
17.10.2020 00:00:00;1485;826;16;643;25109
18.10.2020 00:00:00;1199;673;8;518;15315
19.10.2020 00:00:00;1646;1054;11;581;14550
20.10.2020 00:00:00;1978;1043;12;923;19469
21.10.2020 00:00:00;2655;872;18;1765;21077
22.10.2020 00:00:00;3230;1021;19;2190;25278
23.10.2020 00:00:00;3348;1220;12;2116;28024
24.10.2020 00:00:00;2969;1028;12;1929;24189
25.10.2020 00:00:00;2475;954;18;1503;17744
26.10.2020 00:00:00;2781;1076;25;1680;23216
27.10.2020 00:00:00;4374;1471;28;2875;14112
28.10.2020 00:00:00;4468;1866;32;2570;27379
29.10.2020 00:00:00;5047;1840;36;3171;24506
30.10.2020 00:00:00;5716;2418;36;3262;26421
31.10.2020 00:00:00;4790;2090;47;2653;28742
01.11.2020 00:00:00;4478;1886;32;2560;23316
02.11.2020 00:00:00;5192;2439;38;2715;23450
03.11.2020 00:00:00;6361;2589;53;3719;25881
04.11.2020 00:00:00;7110;2899;55;4156;29433
05.11.2020 00:00:00;6953;2953;59;3941;28133
06.11.2020 00:00:00;8090;4017;43;4030;33067
07.11.2020 00:00:00;5324;3607;69;1648;29810
08.11.2020 00:00:00;5743;3399;51;2293;26867
09.11.2020 00:00:00;6249;4232;74;1943;26376
10.11.2020 00:00:00;7434;4424;64;2946;26540
11.11.2020 00:00:00;9177;4801;76;4300;31571
12.11.2020 00:00:00;8259;5315;81;2863;38226
13.11.2020 00:00:00;7017;6394;93;530;32328
14.11.2020 00:00:00;5100;6136;83;-1119;33067
15.11.2020 00:00:00;4612;5382;81;-851;27080
16.11.2020 00:00:00;6075;6236;92;-253;26232
17.11.2020 00:00:00;7523;6448;96;979;29050
18.11.2020 00:00:00;6434;6052;83;299;33128
19.11.2020 00:00:00;6607;6188;102;317;31316
20.11.2020 00:00:00;6465;7645;112;-1292;33190
21.11.2020 00:00:00;5153;6471;103;-1421;30808
22.11.2020 00:00:00;2437;5811;87;-3461;29831
23.11.2020 00:00:00;4608;6353;105;-1850;20422
24.11.2020 00:00:00;5743;6664;96;-1017;28070
25.11.2020 00:00:00;5391;5952;110;-671;30569
26.11.2020 00:00:00;5017;5793;105;-881;33318
27.11.2020 00:00:00;4237;6736;110;-2609;27048
28.11.2020 00:00:00;3738;5424;109;-1795;40205
29.11.2020 00:00:00;2391;5167;102;-2878;22197
30.11.2020 00:00:00;3374;5776;113;-2515;15054
01.12.2020 00:00:00;3935;5844;121;-2030;23192
02.12.2020 00:00:00;3570;5916;117;-2463;27862
03.12.2020 00:00:00;3657;5318;123;-1784;31294
04.12.2020 00:00:00;3590;5746;115;-2271;28674
05.12.2020 00:00:00;2866;4692;108;-1934;20053
06.12.2020 00:00:00;2067;3652;93;-1678;18118
07.12.2020 00:00:00;2512;4580;115;-2183;14577
08.12.2020 00:00:00;2632;4364;101;-1833;19643
09.12.2020 00:00:00;2480;3899;111;-1530;20351
10.12.2020 00:00:00;3090;4039;103;-1052;27915
11.12.2020 00:00:00;2836;3824;117;-1105;25394
12.12.2020 00:00:00;2636;3310;77;-751;30917
13.12.2020 00:00:00;2505;2740;87;-322;21202
14.12.2020 00:00:00;2742;3254;97;-609;17562
15.12.2020 00:00:00;2758;3784;84;-1110;21037
16.12.2020 00:00:00;2388;3099;87;-798;28747
17.12.2020 00:00:00;1950;3043;91;-1184;28216
18.12.2020 00:00:00;2151;2940;85;-874;31414
19.12.2020 00:00:00;1505;2460;70;-1025;33800
20.12.2020 00:00:00;1353;2545;72;-1264;24990
21.12.2020 00:00:00;2107;2937;64;-894;20957
22.12.2020 00:00:00;2557;3244;82;-769;29463
23.12.2020 00:00:00;2854;3136;77;-359;38440
24.12.2020 00:00:00;1807;2600;69;-862;29151
25.12.2020 00:00:00;1287;2282;54;-1049;21616
26.12.2020 00:00:00;1163;1931;80;-848;14425
27.12.2020 00:00:00;1697;1944;45;-292;9909
28.12.2020 00:00:00;2125;2021;73;31;21246
29.12.2020 00:00:00;2975;2080;50;845;15563
30.12.2020 00:00:00;2712;2157;67;488;16085
31.12.2020 00:00:00;2003;2074;58;-129;26789
01.01.2021 00:00:00;1591;2367;51;-827;20462
02.01.2021 00:00:00;1635;2243;53;-661;0
03.01.2021 00:00:00;1895;1954;45;-104;-76893
04.01.2021 00:00:00;2292;2043;64;185;12601
05.01.2021 00:00:00;2961;2164;48;749;15450
06.01.2021 00:00:00;2086;1844;54;188;22630
07.01.2021 00:00:00;2001;2268;59;-326;16752
08.01.2021 00:00:00;2298;2583;47;-332;23605
09.01.2021 00:00:00;1547;2087;31;-571;19780
10.01.2021 00:00:00;1387;1881;48;-542;14175
11.01.2021 00:00:00;1706;2261;58;-613;14089
12.01.2021 00:00:00;2160;2050;56;54;2945871
13.01.2021 00:00:00;1656;2123;58;-525;124267
14.01.2021 00:00:00;1536;2049;48;-561;390264
15.01.2021 00:00:00;1557;2216;52;-711;79635
16.01.2021 00:00:00;1320;1818;51;-549;79124
17.01.2021 00:00:00;1010;1684;42;-716;52039
18.01.2021 00:00:00;1632;1908;51;-327;106991
19.01.2021 00:00:00;1657;1854;39;-236;180970
20.01.2021 00:00:00;1741;1624;35;82;610150
21.01.2021 00:00:00;1789;1579;52;158;46353
22.01.2021 00:00:00;1453;1727;36;-310;58656
23.01.2021 00:00:00;1262;1404;54;-196;89237
24.01.2021 00:00:00;947;1295;34;-382;51994
25.01.2021 00:00:00;1425;1581;42;-198;67705
26.01.2021 00:00:00;1585;1537;49;-1;103256
27.01.2021 00:00:00;1472;1464;40;-32;91061
28.01.2021 00:00:00;1421;1604;40;-223;92444
29.01.2021 00:00:00;1487;1704;44;-261;71028
30.01.2021 00:00:00;1099;1533;35;-469;125459
31.01.2021 00:00:00;1134;1406;39;-311;69704
01.02.2021 00:00:00;1217;1523;38;-344;126053
02.02.2021 00:00:00;1643;1511;41;91;81397
03.02.2021 00:00:00;1520;1287;30;203;181897
04.02.2021 00:00:00;1270;1368;30;-128;108302
05.02.2021 00:00:00;1365;1538;25;-198;87206
06.02.2021 00:00:00;1146;1333;27;-214;159889
07.02.2021 00:00:00;999;1061;27;-89;212647
08.02.2021 00:00:00;1232;1339;28;-135;128988
09.02.2021 00:00:00;1470;1252;29;189;310611
10.02.2021 00:00:00;1668;1357;32;279;221201
11.02.2021 00:00:00;1563;1416;23;124;231481
12.02.2021 00:00:00;1268;1420;24;-176;203715
13.02.2021 00:00:00;1171;1340;24;-193;214321
14.02.2021 00:00:00;1168;1118;20;30;139545
15.02.2021 00:00:00;1499;1323;24;152;157018
16.02.2021 00:00:00;1657;1326;20;311;291200
17.02.2021 00:00:00;1900;1266;29;605;206359
18.02.2021 00:00:00;1708;1264;21;423;274347
19.02.2021 00:00:00;2092;1494;16;582;200765
20.02.2021 00:00:00;1657;1334;20;303;236088
21.02.2021 00:00:00;1225;1245;22;-42;198975
22.02.2021 00:00:00;1890;1217;24;649;93176
23.02.2021 00:00:00;1967;1274;21;672;258396
24.02.2021 00:00:00;2445;1257;18;1170;261319
25.02.2021 00:00:00;1889;1234;19;636;268901
26.02.2021 00:00:00;2496;1507;19;970;223250
27.02.2021 00:00:00;2224;1536;23;665;318941
28.02.2021 00:00:00;1401;1337;22;42;156014
01.03.2021 00:00:00;2192;1590;15;587;95564
02.03.2021 00:00:00;2453;1539;18;896;354794
03.03.2021 00:00:00;2399;1607;21;771;244731
04.03.2021 00:00:00;2350;1777;16;557;261250
05.03.2021 00:00:00;2763;2024;18;721;259495
06.03.2021 00:00:00;2246;1722;26;498;250673
07.03.2021 00:00:00;1947;1635;18;294;158844
08.03.2021 00:00:00;2523;1820;18;685;122080
09.03.2021 00:00:00;2412;1886;21;505;395907
10.03.2021 00:00:00;2871;1794;19;1058;278184
11.03.2021 00:00:00;3055;1655;25;1375;219654
12.03.2021 00:00:00;3033;2142;25;866;357890
13.03.2021 00:00:00;2525;2007;27;491;271761
14.03.2021 00:00:00;1908;1790;25;93;167435
15.03.2021 00:00:00;2759;2025;25;709;139103
16.03.2021 00:00:00;2872;2074;23;775;355721
17.03.2021 00:00:00;3520;2085;32;1403;436660
18.03.2021 00:00:00;3222;2024;25;1173;298583
19.03.2021 00:00:00;3650;2764;30;856;269448
20.03.2021 00:00:00;2690;2266;20;404;278034
21.03.2021 00:00:00;2439;1685;27;727;192964
22.03.2021 00:00:00;3022;2171;30;821;159929
23.03.2021 00:00:00;3540;2355;18;1167;369807
24.03.2021 00:00:00;3446;2310;23;1113;300842
25.03.2021 00:00:00;3216;2402;30;784;418328
26.03.2021 00:00:00;3303;2604;25;674;485632
27.03.2021 00:00:00;2647;2778;23;-154;143342
28.03.2021 00:00:00;3232;2444;28;760;261036
29.03.2021 00:00:00;2797;2817;31;-51;154788
30.03.2021 00:00:00;3136;2506;28;602;483046
31.03.2021 00:00:00;3394;2761;28;605;358215
01.04.2021 00:00:00;3093;3001;30;62;353719
02.04.2021 00:00:00;3307;3045;34;228;281183
03.04.2021 00:00:00;2819;2906;26;-113;316492
04.04.2021 00:00:00;2332;2741;39;-448;244556
05.04.2021 00:00:00;2009;3195;28;-1214;132334
06.04.2021 00:00:00;2850;3557;22;-729;219544
07.04.2021 00:00:00;2871;3191;36;-356;516648
08.04.2021 00:00:00;2509;3323;32;-846;352501
09.04.2021 00:00:00;3459;3320;34;105;293340
10.04.2021 00:00:00;1965;3008;27;-1070;316396
11.04.2021 00:00:00;2059;2739;26;-706;200841
12.04.2021 00:00:00;2242;3053;28;-839;169508
13.04.2021 00:00:00;3179;3137;30;12;349278
14.04.2021 00:00:00;2738;3031;34;-327;505277
15.04.2021 00:00:00;2356;2756;27;-427;308943
16.04.2021 00:00:00;2366;3036;28;-698;286539
17.04.2021 00:00:00;2033;2629;32;-628;317349
18.04.2021 00:00:00;2015;2624;23;-632;207928
19.04.2021 00:00:00;2092;2433;22;-363;190653
20.04.2021 00:00:00;2531;2702;43;-214;320616
21.04.2021 00:00:00;2618;2906;19;-307;262443
22.04.2021 00:00:00;2484;2632;27;-175;307961
23.04.2021 00:00:00;1972;3092;13;-1133;280891
24.04.2021 00:00:00;1898;2446;23;-571;302593
25.04.2021 00:00:00;1592;2268;16;-692;199558
26.04.2021 00:00:00;1917;2142;22;-247;147739
27.04.2021 00:00:00;2272;2423;20;-171;426701
28.04.2021 00:00:00;2157;2658;27;-528;54657
29.04.2021 00:00:00;2119;2162;21;-64;272015
30.04.2021 00:00:00;1667;2716;15;-1064;303180
01.05.2021 00:00:00;1540;2205;24;-689;335502
02.05.2021 00:00:00;1109;1987;25;-903;155568
03.05.2021 00:00:00;1448;2171;16;-739;111903
04.05.2021 00:00:00;1726;2650;22;-946;399416
05.05.2021 00:00:00;1394;2431;14;-1051;347639
06.05.2021 00:00:00;1385;2197;16;-828;459327
07.05.2021 00:00:00;1155;2441;19;-1305;287929
08.05.2021 00:00:00;1062;2050;9;-997;309774
09.05.2021 00:00:00;745;2038;17;-1310;204215
10.05.2021 00:00:00;928;1969;13;-1054;135456
11.05.2021 00:00:00;1158;2205;6;-1053;363597
12.05.2021 00:00:00;997;2141;21;-1165;379788
13.05.2021 00:00:00;852;1890;11;-1049;415694
14.05.2021 00:00:00;636;1888;6;-1258;141201
15.05.2021 00:00:00;684;1545;12;-873;277682
16.05.2021 00:00:00;521;1394;9;-882;175480
17.05.2021 00:00:00;639;1431;8;-800;138372
18.05.2021 00:00:00;845;1714;12;-881;309371
19.05.2021 00:00:00;610;1325;2;-717;396564
20.05.2021 00:00:00;661;1427;6;-772;388652
21.05.2021 00:00:00;569;1288;10;-729;424152
22.05.2021 00:00:00;509;1120;7;-618;479351
23.05.2021 00:00:00;349;886;9;-546;348172
24.05.2021 00:00:00;407;864;5;-462;211515
25.05.2021 00:00:00;485;1087;6;-608;382294
26.05.2021 00:00:00;607;842;9;-244;442992
27.05.2021 00:00:00;537;881;6;-350;542328
28.05.2021 00:00:00;424;785;9;-370;332288
29.05.2021 00:00:00;385;820;5;-440;435113
30.05.2021 00:00:00;327;662;5;-340;339485
31.05.2021 00:00:00;360;682;5;-327;212485
01.06.2021 00:00:00;489;851;7;-369;346340
02.06.2021 00:00:00;305;620;6;-321;925527
03.06.2021 00:00:00;351;554;4;-207;681027
04.06.2021 00:00:00;284;486;2;-204;381242
05.06.2021 00:00:00;326;550;4;-228;748649
06.06.2021 00:00:00;311;360;5;-54;419385
07.06.2021 00:00:00;307;494;4;-191;292615
08.06.2021 00:00:00;356;611;4;-259;412011
09.06.2021 00:00:00;287;480;4;-197;443161
10.06.2021 00:00:00;227;468;0;-241;516503
11.06.2021 00:00:00;198;422;3;-227;325511
12.06.2021 00:00:00;207;450;4;-247;457254
13.06.2021 00:00:00;103;311;3;-211;420545
14.06.2021 00:00:00;147;403;2;-258;312751
15.06.2021 00:00:00;180;366;3;-189;354433
16.06.2021 00:00:00;171;338;1;-168;354696
17.06.2021 00:00:00;131;389;2;-260;526047
18.06.2021 00:00:00;149;356;4;-211;489691
19.06.2021 00:00:00;108;299;2;-193;480332
20.06.2021 00:00:00;115;218;1;-104;418937
21.06.2021 00:00:00;102;215;2;-115;375017
22.06.2021 00:00:00;116;295;0;-179;705626
23.06.2021 00:00:00;99;177;4;-82;389863
24.06.2021 00:00:00;108;225;3;-120;290906
25.06.2021 00:00:00;117;173;0;-56;451660
26.06.2021 00:00:00;66;166;2;-102;417608
27.06.2021 00:00:00;73;161;1;-89;312902
28.06.2021 00:00:00;93;167;1;-75;427614
29.06.2021 00:00:00;106;176;1;-71;350968
30.06.2021 00:00:00;80;165;0;-85;291247
01.07.2021 00:00:00;108;159;1;-52;354947
02.07.2021 00:00:00;104;129;3;-28;259390
03.07.2021 00:00:00;68;178;3;-113;343935
04.07.2021 00:00:00;73;87;0;-14;561265
05.07.2021 00:00:00;103;124;0;-21;322102
06.07.2021 00:00:00;127;137;1;-11;347381
07.07.2021 00:00:00;148;129;1;18;335988
08.07.2021 00:00:00;199;119;0;80;382522
09.07.2021 00:00:00;178;105;0;73;314230
10.07.2021 00:00:00;154;80;0;74;413896
11.07.2021 00:00:00;184;89;0;95;371928
12.07.2021 00:00:00;245;72;0;173;316160
13.07.2021 00:00:00;273;107;2;164;346475
14.07.2021 00:00:00;301;99;1;201;281780
15.07.2021 00:00:00;353;104;0;249;729443
16.07.2021 00:00:00;431;121;1;309;342544
17.07.2021 00:00:00;336;106;0;230;409271
18.07.2021 00:00:00;265;114;0;151;368400
19.07.2021 00:00:00;336;136;0;200;262510
20.07.2021 00:00:00;363;166;0;197;446461
21.07.2021 00:00:00;419;170;0;249;311223
22.07.2021 00:00:00;421;191;1;229;339761
23.07.2021 00:00:00;342;232;1;109;313561
24.07.2021 00:00:00;325;252;1;72;399696
25.07.2021 00:00:00;316;193;2;121;366087
26.07.2021 00:00:00;365;258;1;106;264707
27.07.2021 00:00:00;547;282;0;265;353876
28.07.2021 00:00:00;506;319;0;187;425944
29.07.2021 00:00:00;531;285;1;245;343301
30.07.2021 00:00:00;544;377;0;167;474681
31.07.2021 00:00:00;420;337;1;82;367563
01.08.2021 00:00:00;346;321;1;24;349438
02.08.2021 00:00:00;403;300;2;101;285169
03.08.2021 00:00:00;595;389;1;205;286518
04.08.2021 00:00:00;497;406;2;89;283128
05.08.2021 00:00:00;600;461;1;138;465180
06.08.2021 00:00:00;571;433;1;137;288795
07.08.2021 00:00:00;563;410;1;152;411157
08.08.2021 00:00:00;436;378;1;57;346513
09.08.2021 00:00:00;618;374;1;243;254742
10.08.2021 00:00:00;874;491;1;382;306240
11.08.2021 00:00:00;859;490;0;369;264414
12.08.2021 00:00:00;968;457;2;509;447807
13.08.2021 00:00:00;951;453;2;496;280547
14.08.2021 00:00:00;833;454;2;377;344791
15.08.2021 00:00:00;796;429;0;367;395705
16.08.2021 00:00:00;875;449;0;426;290401
17.08.2021 00:00:00;1213;520;0;693;287405
18.08.2021 00:00:00;1291;604;0;687;269632
19.08.2021 00:00:00;1312;599;2;711;442858
20.08.2021 00:00:00;1286;747;1;538;268611
21.08.2021 00:00:00;1106;611;2;493;366192
22.08.2021 00:00:00;983;659;2;322;330086
23.08.2021 00:00:00;1155;683;3;469;284054
24.08.2021 00:00:00;1618;890;2;726;277987
25.08.2021 00:00:00;1452;765;4;683;281445
